2199073628416,400000
17733922066433,-100
70652212183104,-100
4398130438400,400000
150326083585,-100000
105561706594308,400000
158915887109,200000
105553384747008,400000
142004457473,-100
105554190172162,-300000
105553653301250,-100
35467840094272,-100
123145302355968,400000
158913789989,200000
105555263913986,-800
123145302413312,-300000
571239055364,-1800
105553384804352,-800
105570296168453,-1800
105557411397634,-100
35738431389697,400000
70510480326657,200000
105570296299524,-100
140879224504321,200000
70922803478529,400000
1649292754944,-1800
105553133207808,400000
1649284366464,-1800
105553384738818,-3600
554587783297,400000
554596171777,400000
555124654209,400000
105554190401540,400000
555133042689,400000
142809890817,200000
142273019905,200000
105553653530628,400000
35459787030592,900
70644159119424,-100
105553149985280,400000
105690555383840,-100
105621836955648,-100
105570296561664,400000
106652628058368,400000
105561706364930,-100
141291539267713,400000
70922795090049,400000
211381110603840,-1800
176196738515008,-1800
123145302347778,-300000
35738423001217,400000
105555264143364,400000
143883632641,200000
556206784513,400000
35461397643328,900
70645769732160,-100
35463545126976,-100
105553384902656,400000
70647917215808,-100
141291539284096,-1800
123145302511616,400000
105570296266757,-100
35738423017600,-1800
70922795106432,-1800
556206800896,400000
105557411627012,400000
554587799680,-1800
35738431406080,400000
70922803494912,400000
555124670592,-1800
555133059072,400000
554596188160,400000
105561706364932,-100
70510480195589,200000
70510478098469,200000
140879222276133,200000
105557411266565,-1800
105570296299522,-100
105561706627072,400000
105621836824580,-1800
35326106009637,200000
140879224373253,200000
1649292623876,-1800
142809759749,200000
142807662629,200000
142272888837,200000
143883501573,2000
143881404453,200000
70922803363844,-1800
18146245218308,-1800
35738431275012,-1800
554319220868,-1800
556206669828,-100000
105561706332165,-100
18146236829828,-1800
105555263782917,-100000
555132928004,-3600
105554190041093,-300000
554596057092,-1800
105553653170181,-100000
554327609348,-1800
571239170049,400000
123145302446084,-300000
109951162909700,-100
106652628025604,-1800
571230781569,400000
105587476135948,400000
105557411364869,-100
123145302315014,400000
150323855397,-100000
105555263913988,-100
105555264176128,400000
70660802117696,-100
35476430028864,-100
105570296528900,400000
150325952517,-100000
158916018177,200000
105553133175044,-100
105553384706054,400000
105553384837124,-100
105553653301252,-100
105553653563392,400000
105554190172164,-300000
105554190434304,400000
571230797952,-1800
105561706233861,-1800
105557411397636,-1800
571239186432,400000
105557411659776,400000
105555263881221,-100
105554190139397,-300000
105553653268485,-100
105587476168706,-100
105587476398084,400000
35493609898048,-100
70677981986880,-100
176095887361,-100000
588410650753,400000
105570296266764,400000
588410667136,-1800
588419055616,400000
176095756293,-100000
176093659173,-100000
105561706332172,400000
588418924548,-1800
105587476037637,-3600
105587476168708,-100
105555263881228,400000
105554190139404,400000
105553653268492,400000
105587476430848,400000
105557411364876,400000
