4398130438400,400000
105561706237954,-1800
114349209325570,-300000
105553250521090,-1800
123145302347778,-300000
105555263787010,-100000
105554190045186,-300000
105553653174274,-100000
105553384738818,-3600
105557411270658,-1800
36283900628996,-1800
105570296172546,-1800
105587476041730,-1800
17660922339584,400000
140806224650496,400000
70437480472832,400000
69004730624,400000
68870512896,400000
69810036992,400000
69273166080,400000
35253108384000,400000
8864829317376,400000
70883778816,400000
4466833203200,400000
2267776393216,400000
77326229760,400000
85916164352,400000
103096033536,400000
158913794053,200000
35338990948356,900
35330401144832,-100
52913997254656,-100
35338991046660,900
105690555256834,-1800
176059299565568,-1800
105690555387904,-100
35322079645696,900
35321945427968,900
44117904232448,-100
35323958693888,900
35322884952064,900
35322348081152,900
158913925124,2000
35326106177536,-100
142002360325,200000
35330401112068,200000
70510478102533,200000
35321945296900,900
35322079514628,900
141868142597,-100
141767475717,200000
1236967378948,-1800
142807666693,200000
35322347950084,900
35322884820996,900
142270795781,200000
140879222280197,200000
105690555256836,-1800
44117904101380,-100
52913997123588,-1800
35326106013701,200000
176059299434500,-3600
17733919969285,200000
143881408517,900
2340757176837,200000
35323958562820,900
8937826947077,200000
176094187524,200000
35326106046468,900
150323990532,-1800
105690555355140,-100
44117904199684,-100
176059299532804,-1800
35338991079424,-100
1236967493636,-1800
1236967505924,-1800
150323859461,-1800
35330401013764,900
52913997221892,-100
35323958661124,200000
35322884919300,200000
35321945395204,200000
35322348048388,200000
35322079612932,200000
70510478233604,200000
35326106144772,200000
140879222411268,200000
142002491396,200000
141868273668,200000
17733920100356,200000
8937827078148,900
143881539588,200000
142807797764,200000
142270926852,200000
158914318340,200000
35356170948608,-100
176093663237,2000
35356170817540,900
140879222804484,200000
70510478626820,200000
142002884612,200000
141868666884,200000
35326106537988,200000
17733920493572,200000
143881932804,200000
142808190980,200000
142271320068,200000
35356170915844,900
150324383748,-1800
176093794308,2000
2267778408448,400000
4466835218432,400000
35476429901828,900
35467839967234,900
70652212056066,-1800
35467840098304,-100
105827994341376,-300000
44255343054850,-200
176196738387970,-3600
211381110476802,-300000
53051436077058,-100000
35461397516290,2000
70645769605122,-1800
35461397647360,2000
35460323774466,-1800
70644158992386,-1800
35459786903554,2000
35459518468098,2000
70643756339202,-1800
35459384381440,2000
70643890556930,-1800
35459518599168,2000
35459384250370,2000
176196738519040,-1800
44255343185920,-100
53051436208128,-100
88235808165890,-100000
79439715143682,-100000
35463544999938,900
70647917088770,-3600
35463545131008,-100
44255343054852,-200
105827994210308,-300000
53051436077060,-100000
176196738387972,-3600
35459518468100,2000
35459384250372,2000
35461397516292,2000
35460323774468,-1800
35459786903556,2000
35463544999940,900
35467839967236,900
35476429901826,900
70660801990658,-1800
35476430032896,-100
35493609771010,900
70677981859842,-1800
35493609902080,-100
35493609771012,900
343614202112,400000
343614259456,400000
429496766468,-100
420906962944,-100
18004503072768,2000
35596688986114,2000
70781061074946,-1800
141149805383680,-100
70781061206016,-1800
9208410050560,2000
414464512000,900
412585463808,2000
412451246080,2000
416611995648,-100
9208409919492,-100
70781061074948,-1800
141149805252612,900
416611831813,-1800
412585332740,900
412451115012,900
18004502941700,900
414464380932,900
413390639108,-1800
412853768196,900
416611864580,-100
35596689084420,-100000
420906831876,-100
429496897536,900
416611962884,-1800
446676766720,-100
446676635652,-100
416612356100,-1800
4466839404544,400000
2267782594560,400000
105561706365056,-100
123145302474880,-300000
114349209452672,-300000
105554190172288,-300000
105553653301376,-100
105553384865920,-100
105553250648192,-100
571230785540,-1800
105557411397760,-100
2753074037253,200000
554084336133,200000
1649284239364,-1800
588411047940,-1800
105570296299648,-100
1649284366340,-1800
141291539271684,-3600
70922795094020,-100000
554319351812,-1800
554185134084,-1800
35738423005188,-1800
18146236960772,-1800
9350143938564,-1800
556198400004,-100000
691489865764,-300000
555124658180,-100000
554587787268,-3600
571231178756,-1800
105587476168832,-100
141291539664900,-100000
70922795487236,-100000
554319745028,-1800
554185527300,-1800
35738423398404,-3600
18146237353988,-1800
556198793220,-100000
555125051396,-100000
554588180484,-3600
588410654724,-1800
105621835907200,-100
704374657028,-100
704374771716,-100000
105690555383936,-100
704374784004,2000
571230781476,-1800
35871566876676,-100
691489738757,-300000
689342271492,-100
721555034116,-100000
688268529668,-100
687731658756,-100
687463223300,-100
687329005572,-100
695784837124,-300000
695784849412,-100000
141424683143172,-100
71055938965508,-100
18279380832260,-100
9483287810052,-100
2886218023429,-1800
687228322309,-1800
691489755140,-1800
71055939080196,-1800
35871566991364,-1800
18279380959236,900
9483287937028,900
141424683257860,-1800
35871567003652,-100
141424683270148,-100
1649284349988,-1800
687463337988,-1800
687329132548,2000
687463350276,2000
687329120260,-1800
18279380946948,-1800
71055939092484,-100
9483287924740,-1800
689342386180,-3600
689342398468,900
695784722436,-1800
688268644356,-1800
688268656644,-100
687731785732,900
687731773444,-1800
70922795089956,-100000
691489882116,-1800
141291539267620,-3600
554185130020,-1800
35738423001124,-3600
18146236956708,-3600
9350143934500,-1800
556198395940,-100000
555124654116,-100000
554319347748,-3600
704375164932,-100000
141424683651076,-3600
71055939473412,-1800
687463731204,-1800
687329513476,-1800
35871567384580,-1800
18279381340164,-1800
689342779396,-3600
721554526212,-200
688269037572,-1800
687732166660,-1800
695785230340,-300000
721554640900,-100000
721554653188,-100000
588410650660,-100000
755914391556,-1800
622770389028,-100000
35467840094336,900
70652212183168,-100
35459384377472,900
176196738515072,-1800
53051436204160,-100
79439715270784,-100
44255343181952,-100000
211381110603904,-300000
35460323901568,-1800
70644159119488,-1800
35459787030656,2000
35459518595200,2000
70643756466304,-1800
70643890684032,-1800
88235808292992,-800
35463545127040,-100
70647917215872,-100
35476430028928,900
70660802117760,-100
828928823300,-300000
35493609898112,900
70677981986944,-100
828929216516,-300000
755920551936,400000
35527969636480,2000
70712341725312,-800
4947875741696,400000
2748818931712,400000
35596689113216,2000
70781061202048,-100
828928819236,-300000
141355969953792,400000
618615816192,400000
18210667642880,400000
9414574620672,400000
620629082112,400000
619555340288,400000
619018469376,400000
618750033920,400000
622776565760,400000
627071533056,400000
635661467648,400000
652841336832,400000
1120986468357,200000
36301063720964,900
106652627931138,-1800
105553133080578,-1800
36292473786372,200000
36288178688005,200000
1104075034629,200000
1103940816901,-100
1104880340997,200000
1104343470085,200000
141841294954501,-1800
71472550776837,200000
18695992643589,200000
9899899621381,200000
1105954082821,-100
177021372207108,-1800
106652628029444,-1800
36284152287236,200000
36284018069508,200000
53876069896196,-100
45079976873988,-100
36286031335428,200000
1112396533765,-1800
36284957593604,200000
36284420722692,200000
36288178819076,-1800
1241245679652,-100000
1138166337541,200000
36318243590148,200000
4466833137920,400000
1168247922944,400000
4466833170688,400000
2267776360704,400000
4466833195264,400000
1254130470916,2000
1254130454533,200000
1254130585604,2000
36421322838016,-100
35321827987456,-100
1254130597892,-100
